,Sample,Date,Time,Counted.by.,Site,Weather,DO..mg.L.,Saturation....,Temperature..â..C.,Volume.Filtered..ml.,Frames.counted,Volume.counted,Species,Classification,Cells.Counted,Cells.L
899,NA,2018/01/15,08:00,Lorna,Primary sump,Cloudy,,NA,19.4,5000,1,0.001,Ceratium fusus,Dinoflagellate,2,400
900,NA,2018/01/16,08:00,Lorna,Primary sump,Sunny,,NA,16.8,5000,1,0.001,Ceratium fusus,Dinoflagellate,3,600
901,NA,2018/01/17,08:00,Lorna,Primary sump,Sunny,,NA,16.8,5000,1,0.001,Ceratium fusus,Dinoflagellate,3,600
902,NA,2018/01/18,08:00,Lorna,Primary sump,Cloudy,,NA,12.8,5000,1,0.001,Ceratium fusus,Dinoflagellate,10,2000
903,NA,2018/01/19,08:00,Pertunia,Primary sump,Rainy,,NA,11.4,5000,1,0.001,Ceratium fusus,Dinoflagellate,4,800
904,NA,2018/01/24,08:00,Pertunia,Primary sump,Sunny,,NA,NA,5000,1,0.001,Ceratium fusus,Dinoflagellate,4,800
905,NA,2018/01/25,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,1,0.001,Ceratium fusus,Dinoflagellate,4,800
920,NA,2018/03/06,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,1,0.001,Ceratium fusus,Dinoflagellate,2,400
928,NA,2018/03/01,08:00,Lorna,Primary sump,Clear,,NA,16.5,5000,1,0.001,Ceratium fusus,Dinoflagellate,7,1400
929,NA,2018/03/02,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,1,0.001,Ceratium fusus,Dinoflagellate,2,400
930,NA,2018/03/05,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,1,0.001,Ceratium fusus,Dinoflagellate,3,600
931,NA,2018/03/06,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,1,0.001,Ceratium fusus,Dinoflagellate,2,400
932,NA,2018/03/08,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,1,0.001,Ceratium fusus,Dinoflagellate,4,800
933,NA,2018/03/20,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,1,0.001,Ceratium fusus,Dinoflagellate,1,200
934,NA,2018/03/22,08:00,Lorna,Primary sump,Cloudy,,NA,NA,5000,1,0.001,Ceratium fusus,Dinoflagellate,1,200
935,NA,2018/03/23,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,1,0.001,Ceratium fusus,Dinoflagellate,3,600
936,NA,2018/04/19,08:00,Lorna,Primary sump,,,NA,NA,5000,1,0.001,Ceratium fusus,Dinoflagellate,496,99200
937,NA,2018/04/20,08:00,Lorna,Primary sump,Cloudy,,NA,NA,5000,1,0.001,Ceratium fusus,Dinoflagellate,1060,212000
938,NA,2018/04/23,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,1,0.001,Ceratium fusus,Dinoflagellate,219,43800
939,NA,2018/04/24,08:00,Lorna,Primary sump,Clear,,NA,NA,5000,1,0.001,Ceratium fusus,Dinoflagellate,37,7400
940,NA,2018/04/25,08:00,Lorna,Primary sump,Windy,,NA,NA,5000,1,0.001,Ceratium fusus,Dinoflagellate,8,1600
941,NA,2018/04/26,08:00,Lorna,Primary sump,Rainy,,NA,NA,5000,1,0.001,Ceratium fusus,Dinoflagellate,81,16200
1190,NA,2018/03/09,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,1,0.001,Ceratium horridum,Dinoflagellate,4,800
1240,NA,2017/03/28,08:00,Lorna,Primary sump,Cloudy,,NA,14.4,5000,1,0.001,Ceratium tripos,Dinoflagellate,5,1000
1241,NA,2017/05/30,08:00,Lorna,Primary sump,Sunny,,NA,14.3,5000,1,0.001,Ceratium tripos,Dinoflagellate,2,400
1242,NA,2017/07/31,08:00,Lorna,Primary sump,Cloudy,,NA,15,5000,1,0.001,Ceratium tripos,Dinoflagellate,1,200
1243,NA,2017/08/25,08:00,Lorna,Primary sump,Sunny,,NA,9.9,5000,1,0.001,Ceratium tripos,Dinoflagellate,2,400
1244,NA,2017/11/06,08:00,Lorna,Primary sump,Rainy,,NA,15.9,5000,1,0.001,Ceratium tripos,Dinoflagellate,3,600
1245,NA,2017/11/07,08:00,Lorna,Primary sump,Sunny,,NA,15.9,5000,1,0.001,Ceratium tripos,Dinoflagellate,2,400
1247,NA,2018/01/12,08:00,Pertunia,Primary sump,Sunny,,NA,17.8,5000,1,0.001,Ceratium tripos,Dinoflagellate,2,400
1255,NA,2018/04/20,08:00,Lorna,Primary sump,Cloudy,,NA,NA,5000,1,0.001,Ceratium tripos,Dinoflagellate,1,200
1256,NA,2018/04/23,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,1,0.001,Ceratium tripos,Dinoflagellate,1,200
1257,NA,2018/04/26,08:00,Lorna,Primary sump,Rainy,,NA,NA,5000,1,0.001,Ceratium tripos,Dinoflagellate,1,200
1336,NA,2017/03/16,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,1,0.001,Chaetoceros sp.,Diatom,2,400
1337,NA,2017/04/18,08:00,Lorna,Primary sump,Sunny,,NA,11.7,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1338,NA,2017/04/20,08:00,Lorna,Primary sump,Sunny,,NA,11.7,5000,1,0.001,Chaetoceros sp.,Diatom,2,400
1339,NA,2017/04/21,08:00,Lorna,Primary sump,Sunny,,NA,11.1,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1340,NA,2017/04/27,08:00,Lorna,Primary sump,Rainy,,NA,10.8,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1341,NA,2017/05/02,08:00,Lorna,Primary sump,Clear,,NA,12.9,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1342,NA,2017/05/03,08:00,Lorna,Primary sump,Cloudy,,NA,12.6,5000,1,0.001,Chaetoceros sp.,Diatom,5,1000
1343,NA,2017/05/04,08:00,Lorna,Primary sump,Sunny,,NA,10.7,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1344,NA,2017/05/05,08:00,Lorna,Primary sump,Sunny,,NA,10.7,5000,1,0.001,Chaetoceros sp.,Diatom,2,400
1345,NA,2017/05/08,08:00,Lorna,Primary sump,Clear,,NA,12.6,5000,1,0.001,Chaetoceros sp.,Diatom,4,800
1346,NA,2017/05/09,08:00,Lorna,Primary sump,Clear,,NA,12.9,5000,1,0.001,Chaetoceros sp.,Diatom,2,400
1347,NA,2017/05/10,08:00,Lorna,Primary sump,Cloudy,,NA,NA,5000,1,0.001,Chaetoceros sp.,Diatom,3,600
1348,NA,2017/07/07,08:00,Lorna,Primary sump,Sunny,,NA,14.6,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1349,NA,2017/07/11,08:00,Lorna,Primary sump,Cloudy,,NA,14.8,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1350,NA,2017/07/12,08:00,Lorna,Primary sump,Sunny,,NA,14.5,5000,1,0.001,Chaetoceros sp.,Diatom,4,800
1351,NA,2017/07/13,08:00,Lorna,Primary sump,Cloudy,,NA,14.4,5000,1,0.001,Chaetoceros sp.,Diatom,8,1600
1352,NA,2017/07/14,08:00,Lorna,Primary sump,Clear,,NA,14.5,5000,1,0.001,Chaetoceros sp.,Diatom,6,1200
1353,NA,2017/07/18,08:00,Lorna,Primary sump,Cloudy,,NA,14.7,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1354,NA,2017/07/21,08:00,Lorna,Primary sump,Clear,,NA,15,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1355,NA,2017/07/24,08:00,Lorna,Primary sump,Cloudy,,NA,14.9,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1356,NA,2017/07/25,08:00,Lorna,Primary sump,Rainy,,NA,15,5000,1,0.001,Chaetoceros sp.,Diatom,2,400
1357,NA,2017/07/26,08:00,Lorna,Primary sump,Clear,,NA,14.6,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1358,NA,2017/07/27,08:00,Lorna,Primary sump,Cloudy,,NA,14.7,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1359,NA,2017/07/28,08:00,Lorna,Primary sump,Sunny,,NA,14.9,5000,1,0.001,Chaetoceros sp.,Diatom,2,400
1360,NA,2017/07/31,08:00,Lorna,Primary sump,Cloudy,,NA,15,5000,1,0.001,Chaetoceros sp.,Diatom,12,2400
1361,NA,2017/08/01,08:00,Lorna,Primary sump,Windy,,NA,14.9,5000,1,0.001,Chaetoceros sp.,Diatom,4,800
1362,NA,2017/08/02,08:00,Lorna,Primary sump,Cloudy,,NA,14.9,5000,1,0.001,Chaetoceros sp.,Diatom,2,400
1363,NA,2017/08/03,08:00,Lorna,Primary sump,Sunny,,NA,14.9,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1364,NA,2017/08/04,08:00,Lorna,Primary sump,Sunny,,NA,14.9,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1365,NA,2017/08/07,08:00,Lorna,Primary sump,Sunny,,NA,14.1,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1366,NA,2017/08/08,08:00,Lorna,Primary sump,Sunny,,NA,12.9,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1367,NA,2017/08/10,08:00,Lorna,Primary sump,Windy,,NA,12.6,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1368,NA,2017/08/14,08:00,Lorna,Primary sump,Sunny,,NA,10.9,5000,1,0.001,Chaetoceros sp.,Diatom,3,600
1369,NA,2017/08/15,08:00,Lorna,Primary sump,Rainy,,NA,9.4,5000,1,0.001,Chaetoceros sp.,Diatom,2,400
1370,NA,2017/08/22,08:00,Lorna,Primary sump,Rainy,,NA,9.6,5000,1,0.001,Chaetoceros sp.,Diatom,4,800
1371,NA,2017/08/24,08:00,Lorna,Primary sump,Clear,,NA,9.8,5000,1,0.001,Chaetoceros sp.,Diatom,4,800
1372,NA,2017/08/28,08:00,Lorna,Primary sump,Sunny,,NA,10.1,5000,1,0.001,Chaetoceros sp.,Diatom,4,800
1373,NA,2017/08/29,08:00,Lorna,Primary sump,Sunny,,NA,9.8,5000,1,0.001,Chaetoceros sp.,Diatom,2,400
1374,NA,2017/08/30,08:00,Lorna,Primary sump,Cloudy,,NA,10.1,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1375,NA,2017/08/31,08:00,Lorna,Primary sump,Sunny,,NA,9.8,5000,1,0.001,Chaetoceros sp.,Diatom,2,400
1376,NA,2017/09/01,08:00,Lorna,Primary sump,Sunny,,NA,9.4,5000,1,0.001,Chaetoceros sp.,Diatom,2,400
1377,NA,2017/09/04,08:00,Lorna,Primary sump,Sunny,,NA,15,5000,1,0.001,Chaetoceros sp.,Diatom,2,400
1378,NA,2017/09/05,08:00,Lorna,Primary sump,Windy,,NA,15,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1379,NA,2017/09/08,08:00,Lorna,Primary sump,Sunny,,NA,15.1,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1380,NA,2017/09/11,08:00,Lorna,Primary sump,Cloudy,,NA,15.1,5000,1,0.001,Chaetoceros sp.,Diatom,4,800
1381,NA,2017/09/12,08:00,Lorna,Primary sump,Cloudy,,NA,15.5,5000,1,0.001,Chaetoceros sp.,Diatom,2,400
1382,NA,2017/09/13,08:00,Lorna,Primary sump,Sunny,,NA,15.5,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1383,NA,2017/09/14,08:00,Lorna,Primary sump,Sunny,,NA,15.5,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1384,NA,2017/09/15,08:00,Lorna,Primary sump,Sunny,,NA,15.5,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1385,NA,2017/09/20,08:00,Lorna,Primary sump,Sunny,,NA,14.9,5000,1,0.001,Chaetoceros sp.,Diatom,2,400
1386,NA,2017/09/21,08:00,Lorna,Primary sump,Cloudy,,NA,13.6,5000,1,0.001,Chaetoceros sp.,Diatom,5,1000
1387,NA,2017/09/22,08:00,Lorna,Primary sump,Cloudy,,NA,14.8,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1388,NA,2017/09/26,08:00,Lorna,Primary sump,Sunny,,NA,14.5,5000,1,0.001,Chaetoceros sp.,Diatom,2,400
1389,NA,2017/09/27,08:00,Lorna,Primary sump,Sunny,,NA,15.2,5000,1,0.001,Chaetoceros sp.,Diatom,3,600
1390,NA,2017/09/28,08:00,Lorna,Primary sump,Sunny,,NA,15,5000,1,0.001,Chaetoceros sp.,Diatom,12,2400
1391,NA,2017/09/29,08:00,Lorna,Primary sump,Sunny,,NA,15.4,5000,1,0.001,Chaetoceros sp.,Diatom,4,800
1392,NA,2017/10/03,08:00,Lorna,Primary sump,Cloudy,,NA,13.4,5000,1,0.001,Chaetoceros sp.,Diatom,2,400
1393,NA,2017/10/04,08:00,Lorna,Primary sump,Sunny,,NA,13.6,5000,1,0.001,Chaetoceros sp.,Diatom,2,400
1394,NA,2017/10/05,08:00,Lorna,Primary sump,Sunny,,NA,13.6,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1395,NA,2017/10/06,08:00,Lorna,Primary sump,Cloudy,,NA,14.6,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1396,NA,2017/10/11,08:00,Lorna,Primary sump,Cloudy,,NA,14.4,5000,1,0.001,Chaetoceros sp.,Diatom,2,400
1397,NA,2017/10/16,08:00,Lorna,Primary sump,Cloudy,,NA,14.4,5000,1,0.001,Chaetoceros sp.,Diatom,4,800
1398,NA,2017/10/17,08:00,Lorna,Primary sump,Sunny,,NA,14.6,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1399,NA,2017/10/18,08:00,Lorna,Primary sump,Sunny,,NA,14.7,5000,1,0.001,Chaetoceros sp.,Diatom,3,600
1400,NA,2017/10/19,08:00,Lorna,Primary sump,Sunny,,NA,15.2,5000,1,0.001,Chaetoceros sp.,Diatom,3,600
1401,NA,2017/10/20,08:00,Lorna,Primary sump,Cloudy,,NA,15,5000,1,0.001,Chaetoceros sp.,Diatom,3,600
1402,NA,2017/10/23,08:00,Lorna,Primary sump,Sunny,,NA,15.9,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1403,NA,2017/10/24,08:00,Lorna,Primary sump,Windy,,NA,15.4,5000,1,0.001,Chaetoceros sp.,Diatom,2,400
1404,NA,2017/10/25,08:00,Lorna,Primary sump,Rainy,,NA,15.3,5000,1,0.001,Chaetoceros sp.,Diatom,2,400
1405,NA,2017/10/27,08:00,Lorna,Primary sump,Sunny,,NA,15.4,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1406,NA,2017/10/29,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,1,0.001,Chaetoceros sp.,Diatom,2,400
1407,NA,2017/10/30,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1408,NA,2017/10/31,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,1,0.001,Chaetoceros sp.,Diatom,2,400
1409,NA,2017/11/07,08:00,Lorna,Primary sump,Sunny,,NA,15.9,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1410,NA,2017/11/08,08:00,Lorna,Primary sump,Sunny,,NA,15.1,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1411,NA,2017/11/10,08:00,Lorna,Primary sump,Sunny,,NA,14,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1412,NA,2017/11/13,08:00,Lorna,Primary sump,Cloudy,,NA,16.4,5000,1,0.001,Chaetoceros sp.,Diatom,4,800
1413,NA,2017/11/14,08:00,Lorna,Primary sump,Cloudy,,NA,15.9,5000,1,0.001,Chaetoceros sp.,Diatom,2,400
1414,NA,2017/11/15,08:00,Lorna,Primary sump,Sunny,,NA,16.7,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1415,NA,2017/11/17,08:00,Lorna,Primary sump,Sunny,,NA,15.4,5000,1,0.001,Chaetoceros sp.,Diatom,2,400
1416,NA,2017/11/20,08:00,Lorna,Primary sump,Cloudy,,NA,16.4,5000,1,0.001,Chaetoceros sp.,Diatom,68,13600
1417,NA,2017/11/21,08:00,Lorna,Primary sump,Windy,,NA,16,5000,1,0.001,Chaetoceros sp.,Diatom,2,400
1418,NA,2017/11/22,08:00,Lorna,Primary sump,Rainy,,NA,14.7,5000,1,0.001,Chaetoceros sp.,Diatom,2,400
1419,NA,2017/11/23,08:00,Lorna,Primary sump,Cloudy,,NA,14,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1420,NA,2017/11/24,08:00,Lorna,Primary sump,Cloudy,,NA,16.1,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1421,NA,2017/11/27,08:00,Lorna,Primary sump,Cloudy,,NA,15.3,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1422,NA,2017/11/28,08:00,Lorna,Primary sump,Clear,,NA,19.3,5000,1,0.001,Chaetoceros sp.,Diatom,2,400
1423,NA,2017/11/29,08:00,Lorna,Primary sump,Sunny,,NA,15.8,5000,1,0.001,Chaetoceros sp.,Diatom,2,400
1424,NA,2017/12/04,08:00,Lorna,Primary sump,Sunny,,NA,16.1,5000,1,0.001,Chaetoceros sp.,Diatom,4,800
1425,NA,2017/12/05,08:00,Lorna,Primary sump,Sunny,,NA,15.8,5000,1,0.001,Chaetoceros sp.,Diatom,13,2600
1426,NA,2017/12/06,08:00,Lorna,Primary sump,Clear,,NA,14.2,5000,1,0.001,Chaetoceros sp.,Diatom,6,1200
1427,NA,2017/12/07,08:00,Lorna,Primary sump,Sunny,,NA,15.1,5000,1,0.001,Chaetoceros sp.,Diatom,13,2600
1428,NA,2017/12/11,08:00,Lorna,Primary sump,Sunny,,NA,13.4,5000,1,0.001,Chaetoceros sp.,Diatom,3,600
1429,NA,2017/12/14,08:00,Lorna,Primary sump,Sunny,,NA,13.6,5000,1,0.001,Chaetoceros sp.,Diatom,21,4200
1430,NA,2017/12/15,08:00,Lorna,Primary sump,Sunny,,NA,13.3,5000,1,0.001,Chaetoceros sp.,Diatom,18,3600
1431,NA,2017/12/18,08:00,Pertunia,Primary sump,,,NA,11.7,5000,1,0.001,Chaetoceros sp.,Diatom,15,3000
1432,NA,2017/12/19,08:00,Pertunia,Primary sump,Sunny,,NA,12,5000,1,0.001,Chaetoceros sp.,Diatom,28,5600
1433,NA,2017/12/22,08:00,Pertunia,Primary sump,Cloudy,,NA,12.1,5000,1,0.001,Chaetoceros sp.,Diatom,12,2400
1437,NA,2018/01/08,08:00,Pertunia,Primary sump,Sunny,,NA,18.6,5000,1,0.001,Chaetoceros sp.,Diatom,3,600
1438,NA,2018/01/10,08:00,Pertunia,Primary sump,Sunny,,NA,18.1,5000,1,0.001,Chaetoceros sp.,Diatom,4,800
1439,NA,2018/01/11,08:00,Pertunia,Primary sump,Sunny,,NA,16.5,5000,1,0.001,Chaetoceros sp.,Diatom,3,600
1440,NA,2018/01/12,08:00,Pertunia,Primary sump,Sunny,,NA,17.8,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1441,NA,2018/01/17,08:00,Lorna,Primary sump,Sunny,,NA,14.9,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1442,NA,2018/01/18,08:00,Lorna,Primary sump,Cloudy,,NA,12.8,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1443,NA,2018/01/22,08:00,Pertunia,Primary sump,Sunny,,NA,11.4,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1444,NA,2018/01/24,08:00,Pertunia,Primary sump,Sunny,,NA,NA,5000,1,0.001,Chaetoceros sp.,Diatom,4,800
1445,NA,2018/01/25,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1466,NA,2018/03/01,08:00,Lorna,Primary sump,Clear,,NA,16.5,5000,1,0.001,Chaetoceros sp.,Diatom,2,400
1467,NA,2018/03/02,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,1,0.001,Chaetoceros sp.,Diatom,2,400
1468,NA,2018/03/20,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,1,0.001,Chaetoceros sp.,Diatom,2,400
1469,NA,2018/03/23,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
1470,NA,2018/04/20,08:00,Lorna,Primary sump,Cloudy,,NA,NA,5000,1,0.001,Chaetoceros sp.,Diatom,5,1000
1471,NA,2018/04/23,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,1,0.001,Chaetoceros sp.,Diatom,2,400
1472,NA,2018/04/24,08:00,Lorna,Primary sump,Clear,,NA,NA,5000,1,0.001,Chaetoceros sp.,Diatom,1,200
2081,NA,2017/05/08,08:00,Lorna,Primary sump,Clear,,NA,12.6,5000,1,0.001,Dinophysis acuminata,Dinoflagellate,1,200
2082,NA,2017/09/04,08:00,Lorna,Primary sump,Sunny,,NA,15,5000,1,0.001,Dinophysis acuminata,Dinoflagellate,1,200
2083,NA,2017/10/25,08:00,Lorna,Primary sump,Rainy,,NA,15.3,5000,1,0.001,Dinophysis acuminata,Dinoflagellate,2,400
2084,NA,2017/10/27,08:00,Lorna,Primary sump,Sunny,,NA,15.4,5000,1,0.001,Dinophysis acuminata,Dinoflagellate,1,200
2191,NA,2017/08/16,08:00,Lorna,Primary sump,Rainy,,NA,10.9,5000,1,0.001,Dinophysis tripos,Dinoflagellate,1,200
2192,NA,2017/08/17,08:00,Lorna,Primary sump,Cloudy,,NA,9.4,5000,1,0.001,Dinophysis tripos,Dinoflagellate,1,200
2193,NA,2017/11/07,08:00,Lorna,Primary sump,Sunny,,NA,15.9,5000,1,0.001,Dinophysis tripos,Dinoflagellate,1,200
2194,NA,2018/01/25,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,1,0.001,Dinophysis tripos,Dinoflagellate,1,200
2202,NA,2017/08/10,08:00,Lorna,Primary sump,Windy,,NA,12.6,5000,1,0.001,Ditylum bright-welli,Diatom,4,800
2203,NA,2017/08/11,08:00,Lorna,Primary sump,Rainy,,NA,10.7,5000,1,0.001,Ditylum bright-welli,Diatom,2,400
2204,NA,2017/08/14,08:00,Lorna,Primary sump,Sunny,,NA,10.9,5000,1,0.001,Ditylum bright-welli,Diatom,2,400
2205,NA,2017/08/15,08:00,Lorna,Primary sump,Rainy,,NA,9.4,5000,1,0.001,Ditylum bright-welli,Diatom,2,400
2206,NA,2017/08/16,08:00,Lorna,Primary sump,Rainy,,NA,10.9,5000,1,0.001,Ditylum bright-welli,Diatom,4,800
2207,NA,2017/08/18,08:00,Lorna,Primary sump,Sunny,,NA,10.4,5000,1,0.001,Ditylum bright-welli,Diatom,2,400
2208,NA,2017/08/21,08:00,Lorna,Primary sump,Cloudy,,NA,11.3,5000,1,0.001,Ditylum bright-welli,Diatom,1,200
2209,NA,2017/08/22,08:00,Lorna,Primary sump,Rainy,,NA,9.6,5000,1,0.001,Ditylum bright-welli,Diatom,2,400
2210,NA,2017/08/25,08:00,Lorna,Primary sump,Sunny,,NA,9.9,5000,1,0.001,Ditylum bright-welli,Diatom,2,400
2211,NA,2017/08/30,08:00,Lorna,Primary sump,Cloudy,,NA,10.1,5000,1,0.001,Ditylum bright-welli,Diatom,1,200
2212,NA,2017/09/01,08:00,Lorna,Primary sump,Sunny,,NA,9.4,5000,1,0.001,Ditylum bright-welli,Diatom,3,600
2213,NA,2017/09/07,08:00,Lorna,Primary sump,Windy,,NA,15.1,5000,1,0.001,Ditylum bright-welli,Diatom,1,200
2214,NA,2017/09/08,08:00,Lorna,Primary sump,Sunny,,NA,15.1,5000,1,0.001,Ditylum bright-welli,Diatom,2,400
2215,NA,2017/10/03,08:00,Lorna,Primary sump,Cloudy,,NA,13.4,5000,1,0.001,Ditylum bright-welli,Diatom,2,400
2216,NA,2017/10/06,08:00,Lorna,Primary sump,Cloudy,,NA,14.6,5000,1,0.001,Ditylum bright-welli,Diatom,1,200
2217,NA,2017/10/16,08:00,Lorna,Primary sump,Cloudy,,NA,14.4,5000,1,0.001,Ditylum bright-welli,Diatom,1,200
2218,NA,2017/10/19,08:00,Lorna,Primary sump,Sunny,,NA,15.2,5000,1,0.001,Ditylum bright-welli,Diatom,1,200
2219,NA,2017/10/23,08:00,Lorna,Primary sump,Sunny,,NA,15.9,5000,1,0.001,Ditylum bright-welli,Diatom,1,200
2220,NA,2017/10/26,08:00,Lorna,Primary sump,Cloudy,,NA,15.2,5000,1,0.001,Ditylum bright-welli,Diatom,1,200
2221,NA,2017/10/29,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,1,0.001,Ditylum bright-welli,Diatom,1,200
2222,NA,2017/10/30,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,1,0.001,Ditylum bright-welli,Diatom,2,400
2223,NA,2017/10/31,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,1,0.001,Ditylum bright-welli,Diatom,1,200
2224,NA,2017/12/05,08:00,Lorna,Primary sump,Sunny,,NA,15.8,5000,1,0.001,Ditylum bright-welli,Diatom,1,200
2225,NA,2017/12/08,08:00,Lorna,Primary sump,Sunny,,NA,14.9,5000,1,0.001,Ditylum bright-welli,Diatom,1,200
2226,NA,2017/12/11,08:00,Lorna,Primary sump,Sunny,,NA,13.4,5000,1,0.001,Ditylum bright-welli,Diatom,1,200
2227,NA,2017/12/14,08:00,Lorna,Primary sump,Sunny,,NA,13.6,5000,1,0.001,Ditylum bright-welli,Diatom,1,200
2228,NA,2017/12/15,08:00,Lorna,Primary sump,Sunny,,NA,13.3,5000,1,0.001,Ditylum bright-welli,Diatom,1,200
2229,NA,2018/01/12,08:00,Pertunia,Primary sump,Sunny,,NA,17.8,5000,1,0.001,Ditylum bright-welli,Diatom,1,200
2230,NA,2018/01/18,08:00,Lorna,Primary sump,Cloudy,,NA,12.8,5000,1,0.001,Ditylum bright-welli,Diatom,1,200
2231,NA,2018/01/19,08:00,Pertunia,Primary sump,Rainy,,NA,11.4,5000,1,0.001,Ditylum bright-welli,Diatom,1,200
2232,NA,2018/01/25,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,1,0.001,Ditylum bright-welli,Diatom,1,200
2427,NA,2017/02/27,08:00,Lorna,Primary sump,Clear,,NA,13.1,5000,1,0.001,Gonyaulax polygramma,Dinoflagellate,4,800
2428,NA,2017/03/01,08:00,Lorna,Primary sump,Cloudy,,NA,14.3,5000,1,0.001,Gonyaulax polygramma,Dinoflagellate,31,6200
2429,NA,2017/03/02,08:00,Lorna,Primary sump,Sunny,,NA,14.6,5000,1,0.001,Gonyaulax polygramma,Dinoflagellate,31,6200
2430,NA,2017/03/03,08:00,Lorna,Primary sump,Sunny,,NA,15.9,5000,1,0.001,Gonyaulax polygramma,Dinoflagellate,33,6600
2431,NA,2017/03/06,08:00,Lorna,Primary sump,Sunny,,NA,17.7,5000,1,0.001,Gonyaulax polygramma,Dinoflagellate,2,400
2432,NA,2017/03/07,08:00,Lorna,Primary sump,Sunny,,NA,17.1,5000,1,0.001,Gonyaulax polygramma,Dinoflagellate,2,400
2433,NA,2017/03/08,08:00,Lorna,Primary sump,Clear,,NA,17,5000,1,0.001,Gonyaulax polygramma,Dinoflagellate,112,22400
2434,NA,2017/03/09,08:00,Lorna,Primary sump,Cloudy,,NA,16.4,5000,1,0.001,Gonyaulax polygramma,Dinoflagellate,28,5600
2435,NA,2017/03/10,08:00,Lorna,Primary sump,,,NA,11.8,5000,1,0.001,Gonyaulax polygramma,Dinoflagellate,2,400
2436,NA,2017/03/15,08:00,Lorna,Primary sump,Rainy,,NA,12.8,5000,1,0.001,Gonyaulax polygramma,Dinoflagellate,1,200
