Sample,Species,Classification,Threat,Cells Counted ,Frames counted,Total Count
1158,Lingulodinium polyedra,Dinoflagellate,,20,20,5000
1159,Lingulodinium polyedra,Dinoflagellate,,40,20,10000
1160,Lingulodinium polyedra,Dinoflagellate,,13,20,3250
1161,Lingulodinium polyedra,Dinoflagellate,,4,20,1000
1167,Lingulodinium polyedra,Dinoflagellate,,103,10,51500
1169,Lingulodinium polyedra,Dinoflagellate,,24,15,8000
1171,Lingulodinium polyedra,Dinoflagellate,,10,20,2500
1172,Lingulodinium polyedra,Dinoflagellate,,7,20,1750
1173,Lingulodinium polyedra,Dinoflagellate,,8,20,2000
1174,Lingulodinium polyedra,Dinoflagellate,,2,20,500
1175,Lingulodinium polyedra,Dinoflagellate,,3,20,750
1176,Lingulodinium polyedra,Dinoflagellate,,2,20,500
1177,Lingulodinium polyedra,Dinoflagellate,,1,20,250
1178,Lingulodinium polyedra,Dinoflagellate,,19,20,4750
1186,Lingulodinium polyedra,Dinoflagellate,,1,20,250
1230,Lingulodinium polyedra,Dinoflagellate,,2,40,250
1277,Lingulodinium polyedra,Dinoflagellate,,1,37,135
1278,Lingulodinium polyedra,Dinoflagellate,,1,150,33
1311,Lingulodinium polyedra,Dinoflagellate,,1,32,156
1317,Lingulodinium polyedra,Dinoflagellate,,1,53,94
1320,Lingulodinium polyedra,Dinoflagellate,,1,33,152
1321,Lingulodinium polyedra,Dinoflagellate,,1,47,106
1323,Lingulodinium polyedra,Dinoflagellate,,1,36,139
186,Melosira,Diatom,, 48 ,20,2400
187,Melosira,Diatom,, 13 ,20,650
191,Melosira,Diatom,, 1 ,20,50
192,Melosira,Diatom,, 20 ,20,1000
193,Melosira,Diatom,, 6 ,20,300
194,Melosira,Diatom,, 32 ,20,1600
195,Melosira,Diatom,, 9 ,20,450
196,Melosira,Diatom,, 40 ,20,2000
197,Melosira,Diatom,, 12 ,20,600
212,Melosira,Diatom,, 16 ,20,800
213,Melosira,Diatom,, 2 ,20,100
214,Melosira,Diatom,, 11 ,20,550
263,Melosira,Diatom,, 42 ,20,2100
267,Melosira,Diatom,, 24 ,20,1200
268,Melosira,Diatom,, 10 ,20,500
269,Melosira,Diatom,, 17 ,20,850
270,Melosira,Diatom,, 12 ,20,600
271,Melosira,Diatom,, 21 ,20,1050
272,Melosira,Diatom,, 13 ,20,650
273,Melosira,Diatom,, 17 ,20,850
274,Melosira,Diatom,, 10 ,20,500
275,Melosira,Diatom,, 12 ,20,600
276,Melosira,Diatom,, 6 ,20,300
298,Melosira,Diatom,, 1 ,20,50
302,Melosira,Diatom,, 2 ,20,100
393,Melosira,Diatom,, 1 ,20,50
401,Melosira,Diatom,, 1 ,20,50
571,Melosira,Diatom,, 2 ,20,100
572,Melosira,Diatom,, 1 ,20,50
573,Melosira,Diatom,, 7 ,20,350
574,Melosira,Diatom,, 1 ,20,50
575,Melosira,Diatom,, 2 ,20,100
1192,Melosira,Diatom,,13,20,3250
1194,Melosira,Diatom,,3,20,750
1195,Melosira,Diatom,,5,20,1250
1196,Melosira,Diatom,,5,20,1250
1203,Melosira,Diatom,,1,45,111
1222,Melosira,Diatom,,2,20,500
1229,Melosira,Diatom,,1,40,125
1241,Melosira,Diatom,,40,100,400
1242,Melosira,Diatom,,21,50,420
1243,Melosira,Diatom,,34,100,340
1244,Melosira,Diatom,,42,200,210
1245,Melosira,Diatom,,40,100,400
1247,Melosira,Diatom,,49,328,149
1249,Melosira,Diatom,,8,200,200
1250,Melosira,Diatom,,8,150,267
1251,Melosira,Diatom,,3,200,75
1252,Melosira,Diatom,,2,100,100
1253,Melosira,Diatom,,3,150,100
1254,Melosira,Diatom,,3,150,100
1255,Melosira,Diatom,,2,150,67
1256,Melosira,Diatom,,3,100,150
1257,Melosira,Diatom,,2,200,50
1258,Melosira,Diatom,,7,200,175
1259,Melosira,Diatom,,8,150,267
1260,Melosira,Diatom,,3,150,100
1261,Melosira,Diatom,,3,200,75
1262,Melosira,Diatom,,7,150,233
1263,Melosira,Diatom,,29,150,967
1264,Melosira,Diatom,,12,150,400
1265,Melosira,Diatom,,9,200,225
1266,Melosira,Diatom,,7,200,175
1267,Melosira,Diatom,,4,150,133
1268,Melosira,Diatom,,1,200,25
1269,Melosira,Diatom,,5,150,167
1270,Melosira,Diatom,,4,150,133
1273,Melosira,Diatom,,7,150,233
1276,Melosira,Diatom,,2,150,67
1278,Melosira,Diatom,,5,150,167
1279,Melosira,Diatom,,3,100,150
1280,Melosira,Diatom,,5,100,250
1281,Melosira,Diatom,,4,100,200
1283,Melosira,Diatom,,2,100,100
1290,Melosira,Diatom,,2,100,100
1291,Melosira,Diatom,,1,50,100
1292,Melosira,Diatom,,3,33,455
1293,Melosira,Diatom,,2,66,152
1294,Melosira,Diatom,,5,49,510
1295,Melosira,Diatom,,3,39,385
1296,Melosira,Diatom,,3,48,313
1297,Melosira,Diatom,,2,50,200
1299,Melosira,Diatom,,2,43,233
1300,Melosira,Diatom,,3,43,349
1301,Melosira,Diatom,,4,42,476
1302,Melosira,Diatom,,2,40,250
1303,Melosira,Diatom,,3,36,417
1304,Melosira,Diatom,,1,34,147
1305,Melosira,Diatom,,2,35,286
1306,Melosira,Diatom,,3,52,288
1307,Melosira,Diatom,,7,57,614
1308,Melosira,Diatom,,17,50,1700
1309,Melosira,Diatom,,11,50,1100
1310,Melosira,Diatom,,62,54,5741
1311,Melosira,Diatom,,23,32,3594
1313,Melosira,Diatom,,1,20,250
1315,Melosira,Diatom,,9,72,625
1317,Melosira,Diatom,,1,53,94
1319,Melosira,Diatom,,2,47,213
1321,Melosira,Diatom,,1,47,106
1324,Melosira,Diatom,,2,43,233
1325,Melosira,Diatom,,1,47,106
1326,Melosira,Diatom,,2,41,244
1327,Melosira,Diatom,,1,30,167
1328,Melosira,Diatom,,2,29,345
1329,Melosira,Diatom,,1,41,122
1332,Melosira,Diatom,,2,25,400
1257,Myrionecta rubra,Litostomatea,,1,200,25
1264,Myrionecta rubra,Litostomatea,,1,150,33
1266,Myrionecta rubra,Litostomatea,,1,200,25
1273,Myrionecta rubra,Litostomatea,,1,150,33
1276,Myrionecta rubra,Litostomatea,,1,150,33
1302,Myrionecta rubra,Litostomatea,,1,40,125
1308,Myrionecta rubra,Litostomatea,,3,50,300
1310,Myrionecta rubra,Litostomatea,,1,54,93
1311,Myrionecta rubra,Litostomatea,,3,32,469
1313,Myrionecta rubra,Litostomatea,,1,20,250
1315,Myrionecta rubra,Litostomatea,,2,72,139
1317,Myrionecta rubra,Litostomatea,,1,53,94
1324,Myrionecta rubra,Litostomatea,,1,43,116
571,Navicula,Diatom,, 3 ,20,150
1111,Navicula,Diatom,,3,20,750
1207,Navicula,Diatom,,2,11,909
1208,Navicula,Diatom,,1,7,714
1229,Navicula,Diatom,,1,40,125
1231,Navicula,Diatom,,2,40,250
1232,Navicula,Diatom,,1,40,125
1233,Navicula,Diatom,,3,40,375
1234,Navicula,Diatom,,1,40,125
1236,Navicula,Diatom,,3,30,100
1237,Navicula,Diatom,,1,7,143
1238,Navicula,Diatom,,1,10,100
1241,Navicula,Diatom,,2,100,20
1244,Navicula,Diatom,,2,200,10
1245,Navicula,Diatom,,4,100,40
1247,Navicula,Diatom,,2,328,6
1248,Navicula,Diatom,,1,24,42
1249,Navicula,Diatom,,7,200,175
1250,Navicula,Diatom,,3,150,100
1250,Navicula,Diatom,,3,150,100
1251,Navicula,Diatom,,1,200,25
1252,Navicula,Diatom,,2,100,100
1253,Navicula,Diatom,,3,150,100
1254,Navicula,Diatom,,28,150,933
1255,Navicula,Diatom,,2,150,67
1257,Navicula,Diatom,,3,200,75
1258,Navicula,Diatom,,5,200,125
1259,Navicula,Diatom,,8,150,267
1260,Navicula,Diatom,,1,150,33
1261,Navicula,Diatom,,1,200,25
1262,Navicula,Diatom,,2,150,67
1263,Navicula,Diatom,,8,150,267
1264,Navicula,Diatom,,6,150,200
1265,Navicula,Diatom,,4,200,100
1266,Navicula,Diatom,,15,200,375
1267,Navicula,Diatom,,5,150,167
1268,Navicula,Diatom,,3,200,75
1271,Navicula,Diatom,,4,110,182
1273,Navicula,Diatom,,1,150,33
1275,Navicula,Diatom,,2,110,91
1276,Navicula,Diatom,,1,150,33
1277,Navicula,Diatom,,3,37,405
1278,Navicula,Diatom,,3,150,100
1281,Navicula,Diatom,,8,100,400
1282,Navicula,Diatom,,2,150,67
1283,Navicula,Diatom,,3,100,150
1284,Navicula,Diatom,,1,50,100
1289,Navicula,Diatom,,1,30,167
1290,Navicula,Diatom,,1,100,50
1291,Navicula,Diatom,,3,50,300
1292,Navicula,Diatom,,5,33,758
1293,Navicula,Diatom,,12,66,909
1294,Navicula,Diatom,,15,49,1531
1295,Navicula,Diatom,,11,39,1410
1296,Navicula,Diatom,,16,48,1667
1297,Navicula,Diatom,,10,50,1000
1298,Navicula,Diatom,,6,23,1304
1299,Navicula,Diatom,,5,43,581
1300,Navicula,Diatom,,17,43,1977
1301,Navicula,Diatom,,9,42,1071
1302,Navicula,Diatom,,2,40,250
1303,Navicula,Diatom,,1,36,139
1304,Navicula,Diatom,,3,34,441
1306,Navicula,Diatom,,1,52,96
1307,Navicula,Diatom,,4,57,351
1308,Navicula,Diatom,,3,50,300
1309,Navicula,Diatom,,2,50,200
1310,Navicula,Diatom,,3,54,278
1315,Navicula,Diatom,,3,72,208
1317,Navicula,Diatom,,1,53,94
1319,Navicula,Diatom,,3,47,319
1320,Navicula,Diatom,,2,33,303
1321,Navicula,Diatom,,3,47,319
1322,Navicula,Diatom,,1,39,128
1323,Navicula,Diatom,,4,36,556
1324,Navicula,Diatom,,4,43,465
1325,Navicula,Diatom,,5,47,532
1326,Navicula,Diatom,,5,41,610
1327,Navicula,Diatom,,5,30,833
1328,Navicula,Diatom,,3,29,517
1329,Navicula,Diatom,,13,41,1585
1330,Navicula,Diatom,,5,28,893
1331,Navicula,Diatom,,5,67,373
1332,Navicula,Diatom,,2,25,400
212,Nitzschia,Diatom,, 2 ,20,100
975,Nitzschia,Diatom,,1,20,250
1111,Nitzschia,Diatom,,3,20,750
1112,Nitzschia,Diatom,,1,20,250
1249,Nitzschia,Diatom,,3,200,75
1252,Nitzschia,Diatom,,8,100,400
1256,Nitzschia,Diatom,,1,100,50
1257,Nitzschia,Diatom,,2,200,50
1259,Nitzschia,Diatom,,24,150,800
1260,Nitzschia,Diatom,,1,150,33
1261,Nitzschia,Diatom,,7,200,175
1262,Nitzschia,Diatom,,23,150,767
1301,Nitzschia,Diatom,,2,42,238
1304,Nitzschia,Diatom,,6,34,882
1319,Nitzschia,Diatom,,3,47,319
1328,Nitzschia,Diatom,,1,29,172
1329,Nitzschia,Diatom,,2,41,244
18,Noctiluca,Dinoflagellate,, 17 ,20,850
19,Noctiluca,Dinoflagellate,, 3 ,20,150
20,Noctiluca,Dinoflagellate,, 2 ,20,100
21,Noctiluca,Dinoflagellate,, 20 ,20,1000
22,Noctiluca,Dinoflagellate,, 2 ,20,100
23,Noctiluca,Dinoflagellate,, 1 ,20,50
24,Noctiluca,Dinoflagellate,, 1 ,20,50
25,Noctiluca,Dinoflagellate,, 2 ,20,100
26,Noctiluca,Dinoflagellate,, 1 ,20,50
27,Noctiluca,Dinoflagellate,, 1 ,20,50
28,Noctiluca,Dinoflagellate,, 2 ,20,100
29,Noctiluca,Dinoflagellate,, 1 ,20,50
35,Noctiluca,Dinoflagellate,, 1 ,20,50
43,Noctiluca,Dinoflagellate,, 4 ,20,200
44,Noctiluca,Dinoflagellate,, 3 ,20,150
45,Noctiluca,Dinoflagellate,, 9 ,20,450
46,Noctiluca,Dinoflagellate,, 1 ,20,50
47,Noctiluca,Dinoflagellate,, 2 ,20,100
49,Noctiluca,Dinoflagellate,, 4 ,20,200
149,Noctiluca,Dinoflagellate,, 1 ,20,50
173,Noctiluca,Dinoflagellate,, 1 ,20,50
175,Noctiluca,Dinoflagellate,, 1 ,20,50
196,Noctiluca,Dinoflagellate,, 2 ,20,100
212,Noctiluca,Dinoflagellate,, 2 ,20,100
214,Noctiluca,Dinoflagellate,, 1 ,20,50
263,Noctiluca,Dinoflagellate,, 1 ,20,50
267,Noctiluca,Dinoflagellate,, 1 ,20,50
268,Noctiluca,Dinoflagellate,, 1 ,20,50
270,Noctiluca,Dinoflagellate,, 1 ,20,50
272,Noctiluca,Dinoflagellate,, 3 ,20,150
273,Noctiluca,Dinoflagellate,, 1 ,20,50
274,Noctiluca,Dinoflagellate,, 1 ,20,50
374,Noctiluca,Dinoflagellate,, 1 ,20,50
389,Noctiluca,Dinoflagellate,, 2 ,20,100
391,Noctiluca,Dinoflagellate,, 2 ,20,100
392,Noctiluca,Dinoflagellate,, 1 ,20,50
394,Noctiluca,Dinoflagellate,, 1 ,20,50
395,Noctiluca,Dinoflagellate,, 1 ,20,50
396,Noctiluca,Dinoflagellate,, 1 ,20,50
398,Noctiluca,Dinoflagellate,, 1 ,20,50
399,Noctiluca,Dinoflagellate,, 1 ,20,50
400,Noctiluca,Dinoflagellate,, 1 ,20,50
402,Noctiluca,Dinoflagellate,, 2 ,20,100
538,Noctiluca,Dinoflagellate,, 1 ,10,100
572,Noctiluca,Dinoflagellate,, 1 ,20,50
573,Noctiluca,Dinoflagellate,, 1 ,20,50
575,Noctiluca,Dinoflagellate,, 1 ,20,50
1190,Noctiluca scintillans,Dinoflagellate,,2,20,500
1193,Noctiluca scintillans,Dinoflagellate,,2,20,500
1196,Noctiluca scintillans,Dinoflagellate,,3,20,750
1199,Noctiluca scintillans,Dinoflagellate,,3,125,120
1283,Noctiluca scintillans,Dinoflagellate,,1,100,50
1297,Noctiluca scintillans,Dinoflagellate,,1,50,100
1306,Noctiluca scintillans,Dinoflagellate,,4,52,385
1307,Noctiluca scintillans,Dinoflagellate,,4,57,351
1308,Noctiluca scintillans,Dinoflagellate,,12,50,1200
1309,Noctiluca scintillans,Dinoflagellate,,2,50,200
1315,Noctiluca scintillans,Dinoflagellate,,1,72,69
1317,Noctiluca scintillans,Dinoflagellate,,5,53,472
1319,Noctiluca scintillans,Dinoflagellate,,1,47,106
1320,Noctiluca scintillans,Dinoflagellate,,1,33,152
1323,Noctiluca scintillans,Dinoflagellate,,1,36,139
1325,Noctiluca scintillans,Dinoflagellate,,2,47,213
1326,Noctiluca scintillans,Dinoflagellate,,2,41,244
1328,Noctiluca scintillans,Dinoflagellate,,1,29,172
1329,Noctiluca scintillans,Dinoflagellate,,1,41,122
1330,Noctiluca scintillans,Dinoflagellate,,1,28,179
154,Octactis,Dictyochophyceae,, 1 ,20,50
157,Octactis,Dictyochophyceae,, 1 ,20,50
238,Octactis,Dictyochophyceae,, 1 ,20,50
975,Octactis,Dictyochophyceae,,1,20,250
1024,Octactis,Dictyochophyceae,,1,20,250
1043,Octactis,Dictyochophyceae,,1,20,250
1111,Octactis,Dictyochophyceae,,1,20,250
1144,Octactis,Dictyochophyceae,,1,20,250
1209,Octactis,Dictyochophyceae,,4,20,1000
1210,Octactis,Dictyochophyceae,,4,20,1000
1211,Octactis,Dictyochophyceae,,1,20,250
1212,Octactis,Dictyochophyceae,,2,20,500
1213,Octactis,Dictyochophyceae,,1,20,250
1214,Octactis,Dictyochophyceae,,1,20,250
1215,Octactis,Dictyochophyceae,,2,20,500
1216,Octactis,Dictyochophyceae,,2,20,500
1217,Octactis,Dictyochophyceae,,2,20,500
1218,Octactis,Dictyochophyceae,,1,20,250
1219,Octactis,Dictyochophyceae,,6,20,1500
1221,Octactis,Dictyochophyceae,,4,20,1000
1222,Octactis,Dictyochophyceae,,1,20,250
1223,Octactis,Dictyochophyceae,,1,20,250
1224,Octactis,Dictyochophyceae,,3,20,750
1226,Octactis,Dictyochophyceae,,1,5,1000
1227,Octactis,Dictyochophyceae,,1,8,625
1229,Octactis,Dictyochophyceae,,1,40,125
1231,Octactis,Dictyochophyceae,,3,40,375
1233,Octactis,Dictyochophyceae,,8,40,1000
1234,Octactis,Dictyochophyceae,,2,40,250
1235,Octactis,Dictyochophyceae,,2,40,50
1236,Octactis,Dictyochophyceae,,4,30,133
1241,Octactis,Dictyochophyceae,,2,100,20
1259,Octactis,Dictyochophyceae,,2,150,67
1260,Octactis,Dictyochophyceae,,1,150,33
1263,Octactis,Dictyochophyceae,,1,150,33
1264,Octactis,Dictyochophyceae,,5,150,167
1266,Octactis,Dictyochophyceae,,3,200,75
1267,Octactis,Dictyochophyceae,,2,150,67
1268,Octactis,Dictyochophyceae,,4,200,100
1269,Octactis,Dictyochophyceae,,10,150,333
1270,Octactis,Dictyochophyceae,,1,150,33
1271,Octactis,Dictyochophyceae,,17,110,773
1272,Octactis,Dictyochophyceae,,4,110,182
1273,Octactis,Dictyochophyceae,,1,150,33
1275,Octactis,Dictyochophyceae,,1,110,45
1279,Octactis,Dictyochophyceae,,4,100,200
1280,Octactis,Dictyochophyceae,,2,100,100
1281,Octactis,Dictyochophyceae,,1,100,50
1282,Octactis,Dictyochophyceae,,1,150,33
1292,Octactis,Dictyochophyceae,,3,33,455
1294,Octactis,Dictyochophyceae,,11,49,1122
1295,Octactis,Dictyochophyceae,,7,39,897
1296,Octactis,Dictyochophyceae,,8,48,833
1297,Octactis,Dictyochophyceae,,7,50,700
1298,Octactis,Dictyochophyceae,,2,23,435
1299,Octactis,Dictyochophyceae,,5,43,581
1300,Octactis,Dictyochophyceae,,8,43,930
1301,Octactis,Dictyochophyceae,,8,42,952
1302,Octactis,Dictyochophyceae,,2,40,250
1303,Octactis,Dictyochophyceae,,1,36,139
1304,Octactis,Dictyochophyceae,,1,34,147
1305,Octactis,Dictyochophyceae,,1,35,143
1306,Octactis,Dictyochophyceae,,2,52,192
1307,Octactis,Dictyochophyceae,,3,57,263
1310,Octactis,Dictyochophyceae,,12,54,1111
1311,Octactis,Dictyochophyceae,,17,32,2656
1313,Octactis,Dictyochophyceae,,8,20,2000
1315,Octactis,Dictyochophyceae,,6,72,417
1317,Octactis,Dictyochophyceae,,4,53,377
1319,Octactis,Dictyochophyceae,,3,47,319
1320,Octactis,Dictyochophyceae,,1,33,152
1321,Octactis,Dictyochophyceae,,2,47,213
1324,Octactis,Dictyochophyceae,,2,43,233
1326,Octactis,Dictyochophyceae,,1,41,122
1242,Odontella,Diatom,,1,50,20
1247,Odontella,Diatom,,2,328,6
1311,Odontella,Diatom,,1,32,156
394,Pleurosigma,Diatom,, 1 ,20,50
399,Pleurosigma,Diatom,, 1 ,20,50
401,Pleurosigma,Diatom,, 2 ,20,100
570,Pleurosigma,Diatom,, 1 ,20,50
573,Pleurosigma,Diatom,, 7 ,20,350
1199,Pleurosigma,Diatom,,1,125,40
1202,Pleurosigma,Diatom,,1,63,79
1219,Pleurosigma,Diatom,,1,20,250
1220,Pleurosigma,Diatom,,1,20,250
1229,Pleurosigma,Diatom,,1,40,125
1310,Pleurosigma,Diatom,,1,54,93
1320,Pleurosigma,Diatom,,1,33,152
1254,Pleurosigma capensis,Diatom,,2,150,67
18,Lingulodinium polyedra,Dinoflagellate,HAB, 29 ,20,1450
19,Lingulodinium polyedra,Dinoflagellate,HAB, 51 ,20,2550
20,Lingulodinium polyedra,Dinoflagellate,HAB, 127 ,20,6350
21,Lingulodinium polyedra,Dinoflagellate,HAB, 149 ,20,7450
22,Lingulodinium polyedra,Dinoflagellate,HAB, 990 ,20,49500
23,Lingulodinium polyedra,Dinoflagellate,HAB, 210 ,20,10500
24,Lingulodinium polyedra,Dinoflagellate,HAB, 81 ,20,4050
25,Lingulodinium polyedra,Dinoflagellate,HAB, 23 ,20,1150
26,Lingulodinium polyedra,Dinoflagellate,HAB, 15 ,20,750
27,Lingulodinium polyedra,Dinoflagellate,HAB, 24 ,20,1200
28,Lingulodinium polyedra,Dinoflagellate,HAB, 33 ,20,1650
29,Lingulodinium polyedra,Dinoflagellate,HAB, 14 ,20,700
30,Lingulodinium polyedra,Dinoflagellate,HAB, 4 ,20,200
31,Lingulodinium polyedra,Dinoflagellate,HAB, 4 ,20,200
32,Lingulodinium polyedra,Dinoflagellate,HAB, 21 ,20,1050
33,Lingulodinium polyedra,Dinoflagellate,HAB, 25 ,20,1250
34,Lingulodinium polyedra,Dinoflagellate,HAB, 16 ,20,800
35,Lingulodinium polyedra,Dinoflagellate,HAB, 76 ,20,3800
36,Lingulodinium polyedra,Dinoflagellate,HAB, 173 ,20,8650
37,Lingulodinium polyedra,Dinoflagellate,HAB, 31 ,20,1550
38,Lingulodinium polyedra,Dinoflagellate,HAB, 28 ,20,1400
39,Lingulodinium polyedra,Dinoflagellate,HAB, 7 ,20,350
40,Lingulodinium polyedra,Dinoflagellate,HAB, 2 ,20,100
43,Lingulodinium polyedra,Dinoflagellate,HAB, 5 ,20,250
44,Lingulodinium polyedra,Dinoflagellate,HAB, 4 ,20,200
45,Lingulodinium polyedra,Dinoflagellate,HAB, 11 ,20,550
46,Lingulodinium polyedra,Dinoflagellate,HAB, 6 ,20,300
47,Lingulodinium polyedra,Dinoflagellate,HAB, 8 ,20,400
48,Lingulodinium polyedra,Dinoflagellate,HAB, 10 ,20,500
49,Lingulodinium polyedra,Dinoflagellate,HAB, 5 ,20,250
50,Lingulodinium polyedra,Dinoflagellate,HAB, 5 ,20,250
51,Lingulodinium polyedra,Dinoflagellate,HAB, 65 ,20,3250
52,Lingulodinium polyedra,Dinoflagellate,HAB, 209 ,20,10450
54,Lingulodinium polyedra,Dinoflagellate,HAB, 7 ,20,350
55,Lingulodinium polyedra,Dinoflagellate,HAB, 160 ,20,8000
56,Lingulodinium polyedra,Dinoflagellate,HAB, 59 ,20,2950
57,Lingulodinium polyedra,Dinoflagellate,HAB, 262 ,20,13100
58,Lingulodinium polyedra,Dinoflagellate,HAB, 332 ,20,16600
59,Lingulodinium polyedra,Dinoflagellate,HAB, 84 ,20,4200
63,Lingulodinium polyedra,Dinoflagellate,HAB, 199 ,20,9950
64,Lingulodinium polyedra,Dinoflagellate,HAB, 216 ,20,10800
65,Lingulodinium polyedra,Dinoflagellate,HAB, 218 ,20,10900
66,Lingulodinium polyedra,Dinoflagellate,HAB,2000,20,100000
67,Lingulodinium polyedra,Dinoflagellate,HAB, 1 000 ,20,50000
68,Lingulodinium polyedra,Dinoflagellate,HAB, 1 400 ,20,70000
71,Lingulodinium polyedra,Dinoflagellate,HAB, 966 ,20,48300
76,Lingulodinium polyedra,Dinoflagellate,HAB, 41 ,20,2050
77,Lingulodinium polyedra,Dinoflagellate,HAB, 227 ,20,11350
78,Lingulodinium polyedra,Dinoflagellate,HAB, 201 ,20,10050
79,Lingulodinium polyedra,Dinoflagellate,HAB, 88 ,20,4400
80,Lingulodinium polyedra,Dinoflagellate,HAB, 48 ,20,2400
95,Lingulodinium polyedra,Dinoflagellate,HAB, 65 ,20,3250
113,Lingulodinium polyedra,Dinoflagellate,HAB, 15 ,20,750
114,Lingulodinium polyedra,Dinoflagellate,HAB, 9 ,20,450
115,Lingulodinium polyedra,Dinoflagellate,HAB, 45 ,20,2250
116,Lingulodinium polyedra,Dinoflagellate,HAB, 30 ,20,1500
148,Lingulodinium polyedra,Dinoflagellate,HAB, 26 ,20,1300
149,Lingulodinium polyedra,Dinoflagellate,HAB, 10 ,20,500
150,Lingulodinium polyedra,Dinoflagellate,HAB, 12 ,20,600
151,Lingulodinium polyedra,Dinoflagellate,HAB, 12 ,20,600
152,Lingulodinium polyedra,Dinoflagellate,HAB, 14 ,20,700
153,Lingulodinium polyedra,Dinoflagellate,HAB, 3 ,20,150
154,Lingulodinium polyedra,Dinoflagellate,HAB, 12 ,20,600
155,Lingulodinium polyedra,Dinoflagellate,HAB, 1 ,20,50
156,Lingulodinium polyedra,Dinoflagellate,HAB, 2 ,20,100
164,Lingulodinium polyedra,Dinoflagellate,HAB, 3 ,20,150
165,Lingulodinium polyedra,Dinoflagellate,HAB, 11 ,20,550
166,Lingulodinium polyedra,Dinoflagellate,HAB, 320 ,20,16000
167,Lingulodinium polyedra,Dinoflagellate,HAB, 104 ,20,5200
168,Lingulodinium polyedra,Dinoflagellate,HAB, 800 ,20,40000
169,Lingulodinium polyedra,Dinoflagellate,HAB, 400 ,20,20000
170,Lingulodinium polyedra,Dinoflagellate,HAB, 500 ,20,25000
171,Lingulodinium polyedra,Dinoflagellate,HAB, 104 ,20,5200
172,Lingulodinium polyedra,Dinoflagellate,HAB, 201 ,20,10050
173,Lingulodinium polyedra,Dinoflagellate,HAB, 165 ,20,8250
174,Lingulodinium polyedra,Dinoflagellate,HAB, 159 ,20,7950
175,Lingulodinium polyedra,Dinoflagellate,HAB, 404 ,20,20200
178,Lingulodinium polyedra,Dinoflagellate,HAB, 134 ,20,6700
183,Lingulodinium polyedra,Dinoflagellate,HAB, 123 ,20,6150
186,Lingulodinium polyedra,Dinoflagellate,HAB, 105 ,20,5250
187,Lingulodinium polyedra,Dinoflagellate,HAB, 172 ,20,8600
188,Lingulodinium polyedra,Dinoflagellate,HAB, 48 ,20,2400
189,Lingulodinium polyedra,Dinoflagellate,HAB, 99 ,20,4950
190,Lingulodinium polyedra,Dinoflagellate,HAB, 113 ,20,5650
191,Lingulodinium polyedra,Dinoflagellate,HAB, 191 ,20,9550
192,Lingulodinium polyedra,Dinoflagellate,HAB, 101 ,20,5050
193,Lingulodinium polyedra,Dinoflagellate,HAB, 53 ,20,2650
194,Lingulodinium polyedra,Dinoflagellate,HAB, 112 ,20,5600
195,Lingulodinium polyedra,Dinoflagellate,HAB, 89 ,20,4450
196,Lingulodinium polyedra,Dinoflagellate,HAB, 183 ,20,9150
197,Lingulodinium polyedra,Dinoflagellate,HAB, 85 ,20,4250
200,Lingulodinium polyedra,Dinoflagellate,HAB, 488 ,20,24400
201,Lingulodinium polyedra,Dinoflagellate,HAB, 228 ,20,11400
202,Lingulodinium polyedra,Dinoflagellate,HAB, 361 ,20,18050
203,Lingulodinium polyedra,Dinoflagellate,HAB, 35 ,20,1750
204,Lingulodinium polyedra,Dinoflagellate,HAB, 709 ,20,35450
205,Lingulodinium polyedra,Dinoflagellate,HAB, 525 ,20,26250
206,Lingulodinium polyedra,Dinoflagellate,HAB, 474 ,20,23700
207,Lingulodinium polyedra,Dinoflagellate,HAB, 121 ,20,6050
209,Lingulodinium polyedra,Dinoflagellate,HAB, 2 ,20,100
213,Lingulodinium polyedra,Dinoflagellate,HAB, 16 ,20,800
214,Lingulodinium polyedra,Dinoflagellate,HAB, 146 ,20,7300
228,Lingulodinium polyedra,Dinoflagellate,HAB, 149 ,20,7450
229,Lingulodinium polyedra,Dinoflagellate,HAB, 17 ,20,850
230,Lingulodinium polyedra,Dinoflagellate,HAB, 50 ,20,2500
231,Lingulodinium polyedra,Dinoflagellate,HAB, 11 ,20,550
232,Lingulodinium polyedra,Dinoflagellate,HAB, 46 ,20,2300
233,Lingulodinium polyedra,Dinoflagellate,HAB, 17 ,20,850
235,Lingulodinium polyedra,Dinoflagellate,HAB, 11 ,20,550
237,Lingulodinium polyedra,Dinoflagellate,HAB, 43 ,20,2150
238,Lingulodinium polyedra,Dinoflagellate,HAB, 43 ,20,2150
240,Lingulodinium polyedra,Dinoflagellate,HAB, 109 ,20,5450
241,Lingulodinium polyedra,Dinoflagellate,HAB, 35 ,20,1750
242,Lingulodinium polyedra,Dinoflagellate,HAB, 274 ,20,13700
243,Lingulodinium polyedra,Dinoflagellate,HAB, 123 ,20,6150
244,Lingulodinium polyedra,Dinoflagellate,HAB, 289 ,20,14450
245,Lingulodinium polyedra,Dinoflagellate,HAB, 166 ,20,8300
246,Lingulodinium polyedra,Dinoflagellate,HAB, 219 ,20,10950
247,Lingulodinium polyedra,Dinoflagellate,HAB, 89 ,20,4450
248,Lingulodinium polyedra,Dinoflagellate,HAB, 180 ,20,9000
249,Lingulodinium polyedra,Dinoflagellate,HAB, 138 ,20,6900
